"","Var1","Var2","value"
"14019","HASTAC@Duke","NatureBadges: Open Source Nature & Science Badge System",1
"14026","Intel and Society for Science and the Public Badges","NatureBadges: Open Source Nature & Science Badge System",1
"14028","LevelUp","NatureBadges: Open Source Nature & Science Badge System",1
"14029","Leverage for Digital On-Ramps","NatureBadges: Open Source Nature & Science Badge System",1
"14032","Mobile Action Lab","NatureBadges: Open Source Nature & Science Badge System",1
"14033","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","NatureBadges: Open Source Nature & Science Badge System",1
"14036","Moodle as Issuer, Mahara as Displayer","NatureBadges: Open Source Nature & Science Badge System",1
"14038","My Girl Scout Sash Is An App","NatureBadges: Open Source Nature & Science Badge System",1
"14039","National Manufacturing Badge System","NatureBadges: Open Source Nature & Science Badge System",1
"14051","Partners in Learning Network Badges","NatureBadges: Open Source Nature & Science Badge System",1
"14052","Pathways for Lifelong Learning","NatureBadges: Open Source Nature & Science Badge System",1
"14053","Pathways to Global Competence: A Badge System for Students","NatureBadges: Open Source Nature & Science Badge System",1
"14056","Planet Stewards: Personalized Learning in 3D GameLab","NatureBadges: Open Source Nature & Science Badge System",1
"14058","Preparing Librarians to Meet the Needs of 21st Century Teens","NatureBadges: Open Source Nature & Science Badge System",1
"14062","S2R Medals","NatureBadges: Open Source Nature & Science Badge System",1
"14063","SA&FS Learner Driven Badges Project","NatureBadges: Open Source Nature & Science Badge System",1
"14078","Staff","NatureBadges: Open Source Nature & Science Badge System",1
"14082","Sweet Water AQUAPONS","NatureBadges: Open Source Nature & Science Badge System",1
"14098","Voces Moviles (Mobile Voices)","NatureBadges: Open Source Nature & Science Badge System",1
"14100","Who Built America? Badges for Teaching Disciplinary Literacy in History","NatureBadges: Open Source Nature & Science Badge System",1
"14104","Youth APPLab","NatureBadges: Open Source Nature & Science Badge System",1
"14105","Youth Digital Filmmaker Badge System","NatureBadges: Open Source Nature & Science Badge System",1
"14118","Black Cloud: Environmental Studies Gaming","Networked Newsroom",1
"14121","Cellcraft: Exploring the Cell Through Computer Games","Networked Newsroom",1
"14124","CivicsLab.com","Networked Newsroom",1
"14132","Critical Commons","Networked Newsroom",1
"14138","Digital Democracy Contest","Networked Newsroom",1
"14143","Digital Media & Learning Competition 1","Networked Newsroom",1
"14144","Digital Media & Learning Competition 2","Networked Newsroom",2
"14145","Digital Media & Learning Competition 3","Networked Newsroom",1
"14146","Digital Media & Learning Competition 4","Networked Newsroom",1
"14147","Digital Media and Learning Competitions","Networked Newsroom",1
"14149","DigitalOcean: Sampling the Sea","Networked Newsroom",1
"14162","Fractor: Act on Facts","Networked Newsroom",1
"14164","Global Challenge","Networked Newsroom",1
"14176","History Game Canada","Networked Newsroom",1
"14178","HyperCities","Networked Newsroom",1
"14185","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Networked Newsroom",1
"14188","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Networked Newsroom",1
"14189","Mobile Movement: Handheld Philanthropy","Networked Newsroom",1
"14190","Mobile Musical Networks","Networked Newsroom",1
"14198","Networking Grassroots Knowledge Globally","Networked Newsroom",1
"14203","Origami: Enfolding Real and Virtual Learning","Networked Newsroom",1
"14205","Participatory Chinatown","Networked Newsroom",1
"14212","Playpower: Radically Affordable Computer-Aided Learning","Networked Newsroom",1
"14216","RezEd: The Hub for Learning and Virtual Worlds","Networked Newsroom",1
"14236","Sustainable South Bronx Fab Lab","Networked Newsroom",1
"14239","Talkers and Doers","Networked Newsroom",1
"14240","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Networked Newsroom",1
"14251","Virtual Peace","Networked Newsroom",1
"14253","Voces Moviles (Mobile Voices)","Networked Newsroom",1
"14257","WildLab","Networked Newsroom",1
"14258","Women Aloud: Videoblogging for Empowerment (WAVE)","Networked Newsroom",1
"14264","Access + Digital Literacy","Networking Grassroots Knowledge Globally",1
"14273","Black Cloud: Environmental Studies Gaming","Networking Grassroots Knowledge Globally",1
"14276","Cellcraft: Exploring the Cell Through Computer Games","Networking Grassroots Knowledge Globally",2
"14279","CivicsLab.com","Networking Grassroots Knowledge Globally",1
"14287","Critical Commons","Networking Grassroots Knowledge Globally",3
"14293","Digital Democracy Contest","Networking Grassroots Knowledge Globally",1
"14298","Digital Media & Learning Competition 1","Networking Grassroots Knowledge Globally",3
"14299","Digital Media & Learning Competition 2","Networking Grassroots Knowledge Globally",3
"14300","Digital Media & Learning Competition 3","Networking Grassroots Knowledge Globally",1
"14301","Digital Media & Learning Competition 4","Networking Grassroots Knowledge Globally",1
"14302","Digital Media and Learning Competitions","Networking Grassroots Knowledge Globally",1
"14304","DigitalOcean: Sampling the Sea","Networking Grassroots Knowledge Globally",1
"14317","Fractor: Act on Facts","Networking Grassroots Knowledge Globally",1
"14319","Global Challenge","Networking Grassroots Knowledge Globally",2
"14331","History Game Canada","Networking Grassroots Knowledge Globally",2
"14332","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Networking Grassroots Knowledge Globally",1
"14333","HyperCities","Networking Grassroots Knowledge Globally",1
"14340","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Networking Grassroots Knowledge Globally",1
"14343","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Networking Grassroots Knowledge Globally",1
"14344","Mobile Movement: Handheld Philanthropy","Networking Grassroots Knowledge Globally",1
"14345","Mobile Musical Networks","Networking Grassroots Knowledge Globally",1
"14352","Networked Newsroom","Networking Grassroots Knowledge Globally",1
"14358","Origami: Enfolding Real and Virtual Learning","Networking Grassroots Knowledge Globally",1
"14360","Participatory Chinatown","Networking Grassroots Knowledge Globally",1
"14367","Playpower: Radically Affordable Computer-Aided Learning","Networking Grassroots Knowledge Globally",1
"14371","RezEd: The Hub for Learning and Virtual Worlds","Networking Grassroots Knowledge Globally",1
"14386","Social Media Classroom","Networking Grassroots Knowledge Globally",2
"14391","Sustainable South Bronx Fab Lab","Networking Grassroots Knowledge Globally",1
"14394","Talkers and Doers","Networking Grassroots Knowledge Globally",1
"14395","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Networking Grassroots Knowledge Globally",1
"14406","Virtual Peace","Networking Grassroots Knowledge Globally",1
"14408","Voces Moviles (Mobile Voices)","Networking Grassroots Knowledge Globally",1
"14412","WildLab","Networking Grassroots Knowledge Globally",2
"14413","Women Aloud: Videoblogging for Empowerment (WAVE)","Networking Grassroots Knowledge Globally",1
"14416","#transformDH","New Media and Social Movements",11
"14417","4-H/USDA Robotics Digital Badges","New Media and Social Movements",1
"14418","A Look at MOOCs","New Media and Social Movements",4
"14419","Access + Digital Literacy","New Media and Social Movements",4
"14420","Alt-Ac","New Media and Social Movements",9
"14422","Authority Control: Information and Library Science","New Media and Social Movements",7
"14423","Badges for Lifelong Learning","New Media and Social Movements",14
"14424","Badges in Higher Ed","New Media and Social Movements",3
"14427","Better things to do","New Media and Social Movements",4
"14432","ChinaVine","New Media and Social Movements",2
"14436","Collaboration","New Media and Social Movements",9
"14437","Collaborative Data","New Media and Social Movements",2
"14439","Conservation Connection","New Media and Social Movements",1
"14441","Creatures Classified! An exploration of cataloging creatures across the galaxy.","New Media and Social Movements",1
"14442","Critical Commons","New Media and Social Movements",2
"14443","Denison University Digital Humanities","New Media and Social Movements",1
"14447","DIASTEM (Digitally Integrating Academics of Science, Technology, Engineering, and Math)","New Media and Social Movements",1
"14449","Digital Dissertations","New Media and Social Movements",4
"14450","Digital Dissertations Initiative","New Media and Social Movements",1
"14451","Digital History","New Media and Social Movements",7
"14453","Digital Media & Learning Competition 1","New Media and Social Movements",6
"14454","Digital Media & Learning Competition 2","New Media and Social Movements",2
"14455","Digital Media & Learning Competition 3","New Media and Social Movements",5
"14456","Digital Media & Learning Competition 4","New Media and Social Movements",3
"14457","Digital Media and Learning Competitions","New Media and Social Movements",1
"14458","Digital Publishing","New Media and Social Movements",3
"14461","Duke FHI Grad Digital","New Media and Social Movements",1
"14462","Duke PhD Lab","New Media and Social Movements",1
"14466","Electronic Literature Organization","New Media and Social Movements",14
"14468","Fembot Collective","New Media and Social Movements",12
"14469","Feminist Scholars Digital Workshop","New Media and Social Movements",4
"14473","Getting the Most Out of Teams","New Media and Social Movements",1
"14475","Global Outlook :: Digital Humanities","New Media and Social Movements",1
"14476","Grand Challenges and Enduring Questions","New Media and Social Movements",3
"14477","Graphic, Visual and Multi-modal Storytelling","New Media and Social Movements",23
"14478","GreaterThanGames Virtual Lab","New Media and Social Movements",7
"14479","HASTAC Nominating Committee","New Media and Social Movements",1
"14480","HASTAC Scholars - Evaluation of Impact","New Media and Social Movements",1
"14481","HASTAC Scholars @ Liberal Arts Colleges","New Media and Social Movements",3
"14482","HASTAC Steering Committee","New Media and Social Movements",1
"14483","HASTAC virtual advisors","New Media and Social Movements",2
"14484","HASTAC@Duke","New Media and Social Movements",2
"14487","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","New Media and Social Movements",2
"14488","HyperCities","New Media and Social Movements",3
"14492","Learning Space Design","New Media and Social Movements",3
"14495","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","New Media and Social Movements",1
"14496","Mission: Evolution","New Media and Social Movements",1
"14497","Mobile Action Lab","New Media and Social Movements",1
"14510","New Media Literacy Group","New Media and Social Movements",7
"14512","Ocelot Scholars","New Media and Social Movements",1
"14517","Pathways for Lifelong Learning","New Media and Social Movements",1
"14519","Pedagogy","New Media and Social Movements",39
"14521","Planet Stewards: Personalized Learning in 3D GameLab","New Media and Social Movements",1
"14524","Queer DML","New Media and Social Movements",12
"14525","Race Card I.Q.","New Media and Social Movements",2
"14529","Scholar Class 2009","New Media and Social Movements",2
"14530","Scholar Class 2010","New Media and Social Movements",2
"14531","Scholar Class 2011","New Media and Social Movements",7
"14532","Scholar Class 2012","New Media and Social Movements",15
"14533","Scholar Class 2013","New Media and Social Movements",29
"14534","Scholars","New Media and Social Movements",40
"14536","Scratch & Share","New Media and Social Movements",2
"14537","Seattle Civil Rights and Labor History Project","New Media and Social Movements",2
"14538","Semantic Web","New Media and Social Movements",13
"14539","Service Learning and Ethical Decision-Making","New Media and Social Movements",1
"14540","Social Media and Reader Reception","New Media and Social Movements",1
"14541","Social Media Classroom","New Media and Social Movements",2
"14542","Sound & Music","New Media and Social Movements",2
"14543","Staff","New Media and Social Movements",2
"14551","Texas A&M University Digital Scholars","New Media and Social Movements",1
"14555","University of Maryland Scholars","New Media and Social Movements",1
"14556","University of Maryland, Networked Intelligentsia","New Media and Social Movements",1
"14558","UO Digital Scholars","New Media and Social Movements",2
"14559","Vanderbilt Digital Humanities","New Media and Social Movements",1
"14561","Virtual Peace","New Media and Social Movements",1
"14571","#transformDH","New Media Literacy Group",1
"14577","Authority Control: Information and Library Science","New Media Literacy Group",1
"14578","Badges for Lifelong Learning","New Media Literacy Group",4
"14587","ChinaVine","New Media Literacy Group",1
"14591","Collaboration","New Media Literacy Group",2
"14592","Collaborative Data","New Media Literacy Group",1
"14596","Creatures Classified! An exploration of cataloging creatures across the galaxy.","New Media Literacy Group",1
"14597","Critical Commons","New Media Literacy Group",2
"14602","DIASTEM (Digitally Integrating Academics of Science, Technology, Engineering, and Math)","New Media Literacy Group",1
